# DOLCHEO+ encoding TSV — schema per canon/governance/writing-conventions.md
# D, O, L, C rows (6 cols): type	title	body	evidence	alternatives	status
# H rows (4 cols):           type	title	body	owner
# O-open rows (5 cols):      type	open	priority	title	body
# Tab-separated. Order within file: D/O/L/C first, then O-open at end.
D	Unified credit is the billing unit	One credit prices image, audio, and video. Per-medium weights tune each operation onto its own competitive shelf at or below the incumbent benchmark. Reference list price at the Growth tier is $0.005/credit; other tiers in data/pricing/credit-tiers.tsv.	Per-medium weight table in canon/planning/2026-05-29-media-pricing-model.md§Decision. Numbers verified against Mux, AWS MediaConvert, Cloudinary, Deepgram, Cloudflare Images/Stream/Media Transformations/R2/Workers AI/Containers docs (2026-05).	Flat per-minute rate across media (rejected — video and image/audio cannot share one rate); per-codec audio pricing (rejected — 8× cost spread but all below price)	working
D	20–100× markup target is blended, not per-unit	The target lands on the processing line (image, audio, video transcode, transcription, TTS, clip) at cache-hit ≥ 75%. All-in including delivery and storage blends 10–18× at moderate settings; processing-only 20–48× at same settings. Pass-through delivery and storage are near-cost (1.3×–2× markup) and dilute the all-in blend. The honest claim is the processing-line one.	Live model at canon/planning/2026-05-29-media-pricing-model.md§Markup Math; numerical grid verified in Python across credit-price × cache settings; matches the in-browser calculator state.	Claim the band all-in unconditionally (false at moderate settings); price pass-through at markup as well (uncompetitive on delivery)	working
D	One audio-transcode credit weight covers all codecs	Audio transcode weight is 0.5 credits/min across MP3, AAC/MP4, and Opus. Measured cost spread is 8× (voice MP3 $0.000005/min to music AAC $0.000038/min) but every target sits far below the $0.0025/min price. Per-unit markup ranges 65× (music AAC) to 500× (voice MP3). Three product lanes by intent — Opus for voice, AAC/MP4 for music, MP3 universal fallback — share the same weight.	Measured 2026-05-28 via ffmpeg native on a 180s synthetic source (stereo 44.1k music, mono 16k voice). Raw CPU per audio-min: voice→Opus 1.40, voice→MP3 0.25, voice→AAC 0.37, music→AAC 1.91, music→MP3 0.90, music→Opus 1.08, aac→opus 1.08. Cost at $0.00002/vCPU-sec (Containers, post 2025-11 active-usage pricing). Full matrix in data/pricing/audio-codec-matrix.tsv.	Per-codec pricing (rejected — adds buyer complexity for ~0 capture)	working
D	Voice pipeline is a bundle, not a separate price	Transcode-to-Opus + Whisper STT in one call. Combined cost $0.000528/min (transcription-dominated by Whisper $0.0005). Weight 1.5 → $0.0075/min, under the $0.0082 incumbent price for transcode + STT bought separately. Per-unit markup ~14× and competitive.	Whisper $0.0005/min from Cloudflare Workers AI pricing (verified). Combined incumbent: MediaConvert audio $0.003 + Deepgram nova-3 $0.0052 = $0.0082.	Two separate prices for transcode and STT (rejected — misses the agent-facing one-call value); price the bundle at $0.005 (rejected — leaves margin on the table relative to combined benchmark)	working
D	Long music→AAC routes to Containers, not Workers	Workers-WASM ffmpeg incurs an estimated ×3 CPU penalty over native. Music→AAC measured at 1.91 CPU-sec native per audio-min → ~5.7 CPU-sec on Workers-WASM. A long music file exceeds the Workers per-invocation CPU limit. Routing rule: long music → AAC jobs go to Containers; short voice/MP3 jobs may stay in Workers.	Native measurement above; Worker CPU cap referenced from Cloudflare Workers limits docs (2026-05). Routing rule is an architecture decision, not a pricing one — credit weight unaffected.	Always Workers (fails on long files); always Containers (loses cold-start latency on short jobs)	working
D	Canon and data live in this repo; admin gates at the edge	The pricing canon and supporting data files live under canon/planning/ and data/pricing/ in klappy/transcode-mcp (already public). No second repo. The admin dashboard is served by the Worker at /admin; gating is done by Cloudflare Access at the edge, not by the Worker. "Publicly accessible, not publicly linked" is achieved via obscurity hygiene — no portal, no inbound links, no profile pin.	Repo is public per GitHub API; existing pattern: src/demo-page.ts pattern embeds HTML strings via import-with-text-type. Cloudflare Access policy on /admin/* documented in PR description.	Sibling private canon repo (rejected — requires a Worker-fronted oddkit clone, blocks direct oddkit reads); Worker-side auth (rejected — Access policy is the project-standard gate)	working
O	All-in vs processing-only spread is large and load-bearing	Across the credit-price × cache grid the spread between all-in blended markup and processing-only markup is consistently 50–100% (e.g. at credit 0.005 / cache 75%: 13× vs 21×; at credit 0.007 / cache 90%: 24× vs 50×). The earlier flat "20–100× lands at moderate settings" claim was an over-fit to processing-line numbers presented as all-in.	Python grid + in-browser calculator state at canon/planning/2026-05-29-media-pricing-model.md§Markup Math (Blended table).	-	verified
O	Audio transcode is the highest-margin processing operation	Even at the heaviest measured codec (music→AAC, $0.000038/min cost) the per-unit markup at $0.0025/min price is ~65×. The lightest (voice→MP3, $0.000005/min) clears 500×. Both undercut MediaConvert audio at $0.003/min and Deepgram STT at $0.0052/min (for the bundle path).	Per-codec measurement matrix in data/pricing/audio-codec-matrix.tsv.	-	verified
L	Voice is cheaper than music because of channel count and sample rate, not codec choice	The 5–8× cost gap between voice and music transcode is structural, not encoder-driven. Voice is mono and 16 kHz; music is stereo and 44.1 kHz. The encoder processes 5.5× fewer samples per second for voice. Codec choice (MP3 / AAC / Opus) accounts for the remaining ~2× spread within each content class.	Stereo 44.1k → MP3 192k: 0.90 CPU-sec/min. Mono 16k → MP3 64k: 0.25 CPU-sec/min. Ratio matches the 2× channels × 2.75× sample rate ≈ 4×, observed 3.6×. Codec deltas within stereo 44.1k: MP3 0.90, Opus 1.08, AAC 1.91.	-	general
L	Each unique transform billed once per month is the markup-bound lever	Cloudflare Images and Media Transformations both bill each unique transformation once per month regardless of how many times the cached result is served. R2 egress is $0. Together these mean a popular transform has effectively zero marginal cost on repeat serves while still being meterable on every call. This is the structural reason image and video clip can clear 100×+ markup on cached / high-fanout workloads while staying at competitive list prices.	Cloudflare Images pricing docs (5,000 free unique transforms/mo + $0.50/1k thereafter, unique once); Cloudflare R2 pricing docs (egress free, all storage classes); Cloudflare Stream and Media Transformations docs.	Bill on every serve (incumbents); per-serve metering with full marginal cost (loses the structural cache advantage)	general
