# DOLCHEO+ encoding TSV — schema per canon/governance/writing-conventions.md
# D, O, L, C rows (6 cols): type	title	body	evidence	alternatives	status
# H rows (4 cols):           type	title	body	owner
# O-open rows (5 cols):      type	open	priority	title	body
# Tab-separated. Order within file: D/O/L/C/H first, then O-open at end.
D	X-Transcode-* response headers are the proxy observability primitive	Every transcoded image response carries X-Transcode-Source-W/H, X-Transcode-Encode-W/H, X-Transcode-Binding (target/source/equal), X-Transcode-Quality, X-Transcode-Format, X-Transcode-Cache (HIT/MISS/PASS), X-Transcode-Encode (transform marker). The demo page and the smoke test both consume these headers as their source of truth.	The worker sets these in handleImageProxy after the env.IMAGES transform. The smoke test parses them to validate dimensions against canon arithmetic. The demo grid uses them to populate tile metadata. Anything the proxy knows about a result that the caller needs to know lives in a header — no body parsing for metadata.	Embed metadata in JSON sidecar; require caller to fetch source separately for dimensions	permanent
D	Demo page consumes the proxy, does not reimplement canon	Every tile in the demo grid is a real /image/... fetch. The grid surfaces what the proxy returned via headers. No client-side encode-dimension calculation. Operator correction: "consume the fucking proxy! let the system do all that!!!!"	The encode-dimension function in src/lib/encode-dimension.ts is server-side only. demo-page.ts reads X-Transcode-Encode-W/H from headers, never computes them. The smoke test does the same — validates the proxy's claim against its canon-derived expectation, no parallel implementation.	Reimplement encode math in JS for instant local preview; precompute server-side and ship as JSON manifest	permanent
D	Target value is shortest side, not literal width	The demo page treats the user-facing target value as "shortest side of the output" regardless of orientation. Translates to proxy w= via source aspect ratio: landscape sends w = S × (sourceW / sourceH); portrait or square sends w = S directly. The proxy's w= parameter stays unchanged.	Operator framing: "this is the shortest side, just like 1080p is the number we know but its longer side is 1920." A 4000×3000 landscape source at target=1080 sends w=1440 (producing 1440×1080 output). A 3000×4000 portrait at the same target sends w=1080 (producing 1080×1440). The shortest side of the output equals the user's intent in both cases.	Treat target as literal width (broken for portrait); add a separate orientation parameter (ceremony)	permanent
D	Compare modal locks display size, not native pixels	Both panels render at 50% canvas width via grid-template-columns: 1fr 1fr and width: 100% on each img. Zoom multiplies canvas width via CSS percentage. A coin in the source and a coin in the encode appear the same size on screen at every zoom level. There is no "1:1 native pixel" mode.	Operator correction caught the agent's earlier "1:1 native" implementation that stretched the smaller image to its natural pixel count: "lock them to the same rendered size regardless of their actual resolution. That way zooming into a coin is the same size and it doesn't matter if one has 10x more pixels."	Side-by-side at native pixels (what the agent shipped first); two independent zooms with sync via JS scroll events	permanent
D	Canvas width is a CSS percentage, not a measured pixel value	applyZoom sets compareCanvas.style.width = (zoom × 100) + '%'. No measurement of clientWidth. The canvas defaults to width:100% in CSS so it works even before any JS runs. This sidesteps the timing bug where display:none → display:flex doesn't synchronously trigger layout, so clientWidth returns 0 inside the same JS task.	The bug it fixes: clicking a tile opened the modal but both images rendered at zero width because the canvas had no width set, because applyZoom measured 0 and bailed via "if (vpW <= 0) return". Operator report: "I cannot see the source, let alone change the option of what I'm comparing." Diagnosed by loading the deployed HTML and tracing the code path.	Measure clientWidth in a requestAnimationFrame after add('open'); use ResizeObserver to set canvas width once layout settles	permanent
D	Multi-axis explorer uses concurrency-capped streaming render	Up to 108 combinations (12 targets × 3 qualities × 3 formats) when all checked. A runWithConcurrency worker pool with cap=6 fires them in parallel; results stream into the explorer state and re-render on each completion. Progress bar shows N/total. Default is now 54 (6 targets × 3 × 3) because all-12 first load was rate-limit territory.	The 6-in-flight cap respects Cloudflare Images rate limits while still saturating browser bandwidth. The streaming render means the first 6 results paint in <1s on a warm source even when the full matrix takes 30+ seconds cold.	Fire all combinations immediately (rate-limit risk); render only after all return (no progressive feedback); use a worker that batches by target (cache warming benefits)	permanent
D	Bugbot Autofix lands on the branch directly during review	When Cursor Bugbot identifies a real bug and writes a fix it pushes that fix as a commit on the PR branch. The agent must pull-rebase before pushing further changes. Two real bugs caught on PR #9: position:sticky label stealing flex width, and "Both panels show the source" wording that ignored the left panel's kind.	commit b645fc3 author "Cursor Agent <cursoragent@cursor.com>" on feat/compare-mode-modal. The agent's local fixes overlapped on the label-position case (both reached the same fix independently) and complemented on the explanation wording.	Treat Bugbot as advisory only and merge agent fix without checking; force-push over Bugbot commits	permanent
O	Smoke test validates live worker against canon worked examples	smoke-test.ts hits the deployed worker URL with each canon case (Phone photo → 800, Phone photo → 320 q=low, Source near target, Small source → larger target), parses X-Transcode-* headers, asserts encode dimensions match the canon-derived expectation and file size falls within an envelope. 4/4 pass against live deployment.	First run discovered an envelope-too-tight failure on the small-source case (6.7KB body vs 10KB floor); the file was well-formed, the floor was wrong. PR #6 dropped the floor to 3KB and 4/4 has held since.	-	verified
O	Cursor-introduced bugbot formula would have failed Case 2	The pre-PR-#4 doc carried min(target × 1.5, source) which was Cursor Bugbot's edit. For Case 2 (source 1920×1080, target 1080), that formula produces min(1620, 1920) = 1620 → mod-16 ceil → 1632. The corrected formula min(target × 1.5, source × 1.5) also produces 1632 for this case — both happen to agree. The divergence appears in cases where source is BETWEEN target and target × 1.5, like the 850→800 case in the doc.	The smoke test's four cases don't include the 800→850 divergence point, so this is an observed gap in coverage. The arithmetic doc's Case 2 (source near target, 850×640 → 800) is the case where the formulas would disagree; it's not exercised by the smoke test as currently written.	-	verified
O	GitHub auto-closes PRs when their base branch is deleted on merge	PR #8 (shareable URL state) was based on PR #7's branch; merging PR #7 deleted that branch and GitHub closed PR #8 even though its commits were still good. Same pattern with PR #11 → PR #12. The fix in each case was to rebase the head branch onto main and open a fresh PR.	GitHub Pull Requests API returned state: closed, base.ref pointing to the now-deleted branch. The branch and commits remained intact on the remote.	-	verified
L	Verify with eyes when the claim is visual	The agent will accept dimensions as a proxy for content. If a URL produces an image of the right size, the agent will label it as the right kind of image. The verification cost is one or two minutes of actually viewing the downloaded files; the misframe cost is shipping a "photograph with text" tile that has no text.	Operator caught this on the first cut of the demo source dropdown. Fix was to download each candidate Unsplash image, view it, and confirm it depicted what its label claimed. Final source set includes verified-as-described images for each named case (newspaper, books, tax forms, portrait, poppies, library).	general
L	When the operator reports a deployed bug, load the artifact and trace	"I cannot see the source" was triaged not by guessing or by re-reading the agent's own diff, but by curling the deployed HTML, grepping for the relevant identifiers, and reasoning about the browser's layout pipeline. The diagnosis (clientWidth-returns-zero before layout has run) was specific enough to write a one-line fix.	Approach: curl https://feat-compare-mode-modal-transcode-mcp.klappy.workers.dev/ -o /tmp/preview.html; grep for "compareCanvas.style.width"; trace how it interacts with display:none → display:flex; recognize the synchronous-layout assumption is wrong. Fix: use CSS percentage instead of measured pixels.	general
L	Literal interpretation of calibration answers is not the design	The operator's three answers to the compare-mode calibration questions (1:1 default, baseline left, locked pan/zoom) were inputs to a design decision, not the design. The agent shipped a literal "1:1 native pixels" implementation that satisfied each answer in isolation but violated the underlying goal — side-by-side comparison at the same display size. The design has to be reasoned from the goal; the answers are constraints on it.	Operator correction: "Focus on locking them to the same rendered size regardless of their actual resolution." The fix dropped "1:1" semantics and made both panels always render at 50% of canvas width, scaling proportionally with zoom.	general
L	Bugbot finds invariants the agent doesn't think to check	The position:sticky label in a flex row stealing horizontal space was a real same-display-size violation. The agent's intent reasoning (both panels are 50% wide; img is width:100%; therefore same size) was correct as far as it went, but didn't model that the ::before pseudo-element became a flex item and consumed width before the img got it. Bugbot caught it.	Bugbot's Cursor-managed Autofix landed commit b645fc3 directly on the PR branch with a clean fix (position:absolute, since the cell is already position:relative). The agent's own fixes on the same branch were complementary, not redundant.	general
L	The prior session's nine meta-lessons applied to this session	The 2026-05-27-encode-arithmetic-wrong-turn handoff has nine meta-lessons. Several apply directly here: meta-lesson 9 about external tools pattern-matching is what saved the encode-arithmetic doc from bugbot's re-introduction; the "verify before claiming" stance from the same handoff is what should have stopped the agent from labeling random images as content-specific.	The handoff at canon/handoffs/2026-05-27-encode-arithmetic-wrong-turn.md is currently in the agent's context every session. Whether it's actually shaping behavior or just sitting in context is the open question — this session's wrong turns suggest it's not fully internalized yet.	general
L	Cloudflare dashboard Git integration is the deploy mechanism	wrangler deploy is never the right command in this repo. The dashboard auto-deploys on PR merge and creates preview URLs for each PR head SHA. The pattern is open PR → wait for Workers Builds check to go green → preview at https://<head-sha-prefix>-transcode-mcp.klappy.workers.dev/ → merge for prod.	Three Workers Builds check_runs observed on PRs #5, #7, #9 with conclusion: success. Each came with a Preview URL and Preview Alias URL in the summary. Merging to main triggers a production deploy through the same path.	general
L	Branch-stacking PRs auto-close their parents on merge	A PR based on feat/foo will be auto-closed by GitHub when feat/foo merges and is deleted. The downstream PR's commits remain on its branch but the PR record itself is closed with mergeable_state: dirty. The remediation is to rebase the orphaned branch onto main and open a new PR.	PR #8 closed when PR #7 merged. PR #11 closed when PR #9 merged. Both were reopened as PR #10 and PR #12 respectively. The original commits were preserved through rebase --onto main.	general
L	Concurrency cap prevents rate-limit blowouts on multi-axis explorers	runWithConcurrency with a cap of 6 lets the browser saturate without overrunning Cloudflare Images rate limits. The streaming render (results re-render the grid on each completion) means the user sees progress immediately even when the full matrix takes 30+ seconds cold. Default selection trimmed from 12 to 6 target sizes to make the typical first load tractable.	The explorer's all-checked default before this trim was 108 combinations; with the trim it's 54. Either way the cap-of-6 worker pool means at most 6 fetches are in flight at any moment. Progress indicator shows N/total in real time.	general
C	The canon arithmetic formula uses target * 1.5 with source * 1.5 cap	encode_w = ceil_to_mod16(min(target * 1.5, source * 1.5)). Verified against four canon worked examples on the live deployed worker. The source * 1.5 cap is a tiny-source runaway guard, not a "source as ceiling" rule. Canon explicitly endorses encoding above source dimensions for the overshoot mechanism.	canon/planning/2026-05-27-encode-resolution-arithmetic.md is the spec. src/lib/encode-dimension.ts is the implementation. canon/handoffs/2026-05-27-encode-arithmetic-wrong-turn.md is the historical record of why the formula has this exact shape.	permanent
C	The Worker does not own ffmpeg flags or codec internals	Image path uses env.IMAGES binding only. Audio path is currently passthrough and will use Container + ffmpeg + R2 when implemented. The Worker's only domain opinion is the half-class multiplier (1.5×); everything else is preset data or binding API calls.	canon/planning/2026-05-26-worker-container-boundary.md enumerates the boundary. src/worker.ts handleImageProxy honors it (no codec opinions, only env.IMAGES.info()/input()/transform()/output()).	permanent
C	Demo page renders header-driven, not body-driven	Every piece of metadata displayed in the grid, table, or modal comes from X-Transcode-* response headers. The demo never parses image bytes for dimensions or other metadata. This makes the demo a pure observability surface for the proxy.	src/demo-page.ts loadGrid and loadExplorer functions read headers via fetchHead helper. The compare modal uses tile dataset attributes that were populated from the same headers. No image-decode for dimensions except as a fallback on the baseline tile where the passthrough path doesn't emit transcode headers.	permanent
H	Continue audio Container path	Audio is still passthrough (X-Transcode-Encode: passthrough-pending-container). The next real piece of canon work is wiring up the Cloudflare Container with ffmpeg, R2-backed cache, and the six voice/music presets from canon/planning/2026-05-26-url-vocabulary-and-presets.md. The Worker side is already structured for this — handleAudioProxy is the entry point and the URL parser already routes audio options.	next session
H	Aquifer integration	Operator named this as a follow-up but session ended before any concrete work. Two shapes were discussed in chat: Shape A (Aquifer points at transcode-mcp URLs via the ?source= deep-link) and Shape B (transcode-mcp gains an MCP tool that calls Aquifer to search and transcode). Shape A is architecturally cleaner; Shape B is a richer agent experience.	next session
